Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2017,Dakota,MN,Passenger,0,1,1,38,39,2.56
March 31 2019,Lincoln,WA,Passenger,3,6,9,7732,7741,0.12
May 31 2022,Snohomish,WA,Truck,6,0,6,124109,124115,0.00
May 31 2017,Snohomish,WA,Truck,1,0,1,121861,121862,0.00
September 30 2020,Cowlitz,WA,Truck,0,0,0,28938,28938,0.00
December 31 2019,Lake,IL,Passenger,1,0,1,167,168,0.60
October 31 2019,Maui,HI,Passenger,2,0,2,44,46,4.35
August 31 2021,Hamilton,IN,Passenger,2,0,2,31,33,6.06
April 30 2022,Greene,MO,Passenger,0,1,1,28,29,3.45
September 30 2017,King,WA,Passenger,10651,4350,15001,1372498,1387499,1.08
August 31 2020,Clark,WA,Passenger,2135,1076,3211,318202,321413,1.00
October 31 2018,Mason,WA,Passenger,101,108,209,46351,46560,0.45
February 28 2023,Cumberland,NC,Passenger,1,4,5,319,324,1.54
February 28 2017,Santa Fe,NM,Passenger,0,1,1,45,46,2.17
September 30 2020,Asotin,WA,Truck,0,0,0,6693,6693,0.00
June 30 2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
January 31 2021,Hudson,NJ,Passenger,1,0,1,42,43,2.33
March 31 2022,Middlesex,MA,Passenger,1,1,2,84,86,2.33
February 28 2022,Frederick,MD,Passenger,1,1,2,72,74,2.70
December 31 2022,Galveston,TX,Passenger,0,1,1,17,18,5.56
January 31 2023,Carroll,MD,Passenger,0,1,1,19,20,5.00
May 31 2023,Thurston,WA,Passenger,3043,1209,4252,190064,194316,2.19
November 30 2017,Kittitas,WA,Passenger,34,24,58,28268,28326,0.20
July 31 2022,Douglas,WA,Truck,1,0,1,12747,12748,0.01
August 31 2023,Grays Harbor,WA,Truck,9,0,9,20546,20555,0.04
August 31 2019,Santa Clara,CA,Passenger,4,2,6,372,378,1.59
August 31 2021,Clark,NV,Passenger,5,2,7,608,615,1.14
May 31 2018,Hardin,KY,Passenger,0,1,1,119,120,0.83
January 31 2021,Kings,NY,Passenger,1,0,1,63,64,1.56
December 31 2019,Camden,NJ,Passenger,0,2,2,21,23,8.70
April 30 2023,Yavapai,AZ,Passenger,0,1,1,20,21,4.76
April 30 2020,Santa Cruz,CA,Passenger,1,0,1,39,40,2.50
May 31 2019,Spokane,WA,Passenger,528,422,950,310904,311854,0.30
November 30 2022,Richland,SC,Passenger,0,1,1,118,119,0.84
July 31 2018,San Juan,WA,Truck,0,0,0,5729,5729,0.00
September 30 2017,Monterey,CA,Passenger,0,2,2,195,197,1.02
December 31 2020,El Paso,CO,Passenger,2,1,3,715,718,0.42
September 30 2017,Volusia,FL,Passenger,0,1,1,44,45,2.22
May 31 2019,Douglas,NE,Passenger,0,1,1,64,65,1.54
July 31 2020,Kootenai,ID,Passenger,1,0,1,219,220,0.45
February 29 2020,Thurston,WA,Passenger,1109,724,1833,198942,200775,0.91
March 31 2017,Multnomah,OR,Passenger,0,3,3,1110,1113,0.27
June 30 2023,Monterey,CA,Passenger,1,1,2,103,105,1.90
March 31 2018,Manatee,FL,Passenger,1,0,1,38,39,2.56
March 31 2023,Calvert,MD,Passenger,0,2,2,76,78,2.56
April 30 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
March 31 2018,Kitsap,WA,Passenger,740,428,1168,176884,178052,0.66
February 29 2020,Snohomish,WA,Truck,0,0,0,123721,123721,0.00
December 31 2017,Chelan,WA,Truck,0,0,0,21619,21619,0.00
June 30 2020,Klickitat,WA,Truck,0,0,0,8102,8102,0.00
July 31 2017,Los Angeles,CA,Passenger,3,1,4,1279,1283,0.31
September 30 2022,Chesapeake,VA,Passenger,3,2,5,313,318,1.57
December 31 2021,Washington,MD,Passenger,2,0,2,14,16,12.50
February 28 2021,Lake,IL,Passenger,2,0,2,159,161,1.24
June 30 2017,Portsmouth,VA,Passenger,0,1,1,67,68,1.47
October 31 2020,Okanogan,WA,Truck,0,0,0,16572,16572,0.00
August 31 2020,Suffolk,VA,Passenger,1,0,1,127,128,0.78
January 31 2022,Tarrant,TX,Passenger,1,0,1,137,138,0.72
July 31 2020,Flathead,MT,Passenger,1,0,1,60,61,1.64
November 30 2021,Ferry,WA,Passenger,13,3,16,4456,4472,0.36
July 31 2021,Eagle,CO,Passenger,1,0,1,9,10,10.00
October 31 2021,Grant,WA,Truck,0,0,0,28010,28010,0.00
May 31 2017,Canyon,ID,Passenger,0,1,1,103,104,0.96
April 30 2021,New York,NY,Passenger,1,0,1,49,50,2.00
July 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
May 31 2019,Okanogan,WA,Truck,0,0,0,16504,16504,0.00
May 31 2017,Kent,MI,Passenger,0,1,1,35,36,2.78
June 30 2021,San Joaquin,CA,Passenger,1,0,1,111,112,0.89
November 30 2022,DuPage,IL,Passenger,0,1,1,41,42,2.38
October 31 2018,Prince William,VA,Passenger,0,4,4,256,260,1.54
January 31 2022,Bexar,TX,Passenger,3,4,7,493,500,1.40
July 31 2022,Hillsborough,FL,Passenger,1,2,3,122,125,2.40
February 28 2021,Tulsa,OK,Passenger,1,1,2,42,44,4.55
April 30 2022,Burlington,NJ,Passenger,0,2,2,108,110,1.82
February 28 2018,Pierce,WA,Passenger,1116,1028,2144,526388,528532,0.41
January 31 2023,Clallam,WA,Passenger,499,267,766,49348,50114,1.53
August 31 2019,Klickitat,WA,Passenger,37,35,72,15622,15694,0.46
February 28 2021,Pierce,WA,Truck,0,0,0,145008,145008,0.00
August 31 2022,Whitman,WA,Truck,2,0,2,8567,8569,0.02
January 31 2023,Hennepin,MN,Passenger,1,0,1,41,42,2.38
September 30 2019,Cook,IL,Passenger,1,0,1,247,248,0.40
December 31 2018,Charleston,SC,Passenger,1,0,1,127,128,0.78
May 31 2018,Sedgwick,KS,Passenger,0,1,1,97,98,1.02
